Rank,Team,Player,FGP,P3P,FTP,Minutes,Points,Rebounds,Assists,WS,WS/48,BPM,VORP,Position,Class Year,Year,School,Conf,G,GS,MP,FG,FGA,FG.PG,P2M,P2MA,P2.PG,P3M,P3MA,P3.PG,FT,FTA,FT.PG,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS,Year.1,School.1,Conf.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG.PG1,P2M.1,P2MA.1,P2.PG1,P3M.1,P3MA.1,P3.PG1,FT.1,FTA.1,FT.PG1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,,SOS.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,NOH,Darren Collison,0.471,0.394,0.853,29.4,12.5,2.7,5,49.9,0.115,0.1,11.1,PG,Senior,2008-09,UCLA,Pac-10,35,35,31.5,5,9.8,0.509,3.8,6.9,0.558,1.2,3,0.394,3.2,3.6,0.897,0.5,1.9,2.4,4.7,1.6,0.1,2.5,1.5,14.4,,7.18,2007-08,UCLA,Pac-10,107,69,28.5,3.6,7.9,0.5,2.5,5.3,0.5,1.2,2.6,0.5,2.2,2.6,0.8,0.4,1.8,2.2,3.9,1.6,0.1,2.4,1.4,10.6,,8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,POR,Victor Claver,0.398,0.293,0.585,13.4,3.2,2.2,0.7,0.2,0.011,-3.3,-0.4,SF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,SAC,Omri Casspi,0.454,0.368,0.678,20.3,7.9,4,1.1,19.6,0.078,-1.5,1.6,SF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,DAL,Byron Mullens,0.408,0.319,0.706,18.2,7.4,4.2,0.8,0.6,0.008,-4.6,-2.3,C,Freshman,2008-09,Ohio State,Big Ten,33,2,20.3,3.6,5.7,0.638,3.6,5.7,0.642,0,0,0,1.6,2.8,0.559,1.7,3,4.7,0.3,0.5,1.1,1.5,2.1,8.8,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,OKC,Rodrigue Beaubois,0.439,0.325,0.81,15.9,7.1,1.9,2.1,4.8,0.079,-0.1,1.4,PG,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CHI,Taj Gibson,0.511,0.211,0.707,25.4,9.6,6.3,1,50.4,0.123,0,10,PF,Junior,2008-09,USC,Pac-10,35,35,33.7,5.4,9,0.601,5.4,9,0.601,0,0,,3.4,5.2,0.659,3.5,5.5,9,1.3,1,2.9,2.1,2.9,14.3,,9.15,2007-08,USC,Pac-10,70,69,32.3,4.5,7.8,0.6,4.5,7.8,0.6,0.0,0.0,0.0,2.6,4.3,0.6,2.6,5.7,8.3,1.4,0.6,2.2,2.7,3.2,11.5,,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MEM,DeMarre Carroll,0.43,0.359,0.74,23.8,9,4.3,1.3,29.2,0.104,0.6,8.9,SF,Senior,2008-09,Missouri,Big 12,38,38,28,6.5,11.6,0.558,6.1,10.4,0.579,0.4,1.2,0.364,3.2,5,0.634,2.4,4.8,7.2,2.2,1.6,0.7,1.5,2.2,16.6,,6.72,2007-08,Missouri,Big 12,96,51,23.1,3.7,7.1,0.5,3.6,6.5,0.5,0.1,0.5,0.2,1.6,2.9,0.6,2.3,3.2,5.6,1.3,1.0,0.4,1.3,2.3,9.1,,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,MIN,Wayne Ellington,0.409,0.378,0.844,21,8.1,2.2,1.1,17.7,0.061,-2.1,-0.3,SG,Junior,2008-09,UNC,ACC,38,37,30.4,5.7,11.7,0.483,3.4,6.3,0.539,2.2,5.4,0.417,2.3,2.9,0.777,1.5,3.4,4.9,2.7,0.9,0.2,1.6,1.5,15.8,,8.35,2007-08,UNC,ACC,77,75,27.5,5.2,11.5,0.5,3.4,6.7,0.5,1.9,4.9,0.4,1.9,2.3,0.8,0.9,2.8,3.7,2.0,1.0,0.1,1.5,1.5,14.2,,8.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,LAL,Toney Douglas,0.404,0.354,0.824,19.1,7.6,2.2,2.3,12.1,0.077,-0.6,2.6,PG,Senior,2008-09,Florida State,ACC,35,35,36.5,6.8,15.3,0.446,4.4,9,0.489,2.4,6.3,0.385,5.4,6.6,0.81,0.8,3.1,3.9,2.9,1.8,0.4,2.5,2.2,21.5,,7.91,2007-08,Florida State,ACC,95,91,33.4,5.3,12.0,0.4,3.6,7.6,0.5,1.6,4.4,0.4,2.9,3.7,0.8,0.8,3.0,3.7,2.5,1.8,0.2,2.6,2.3,15.0,,7.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,CLE,Christian Eyenga,0.411,0.277,0.611,20.6,6.3,2.7,0.8,-0.4,-0.02,-4,-0.5,SF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,SAC,Jeff Ayres,0.553,0.4,0.776,9.8,2.9,2.7,0.4,6.3,0.131,-1.4,0.4,PF,Senior,2008-09,Arizona State,Pac-10,35,35,32.5,5.7,8.6,0.66,5.7,8.5,0.662,0,0,0,3.2,4.1,0.779,2.5,5.7,8.2,0.9,0.5,0.9,1.2,2.7,14.5,,7.82,2007-08,Arizona State,Pac-10,91,85,29.3,4.5,8.3,0.5,4.5,8.2,0.6,0.0,0.1,0.0,2.8,3.7,0.8,2.7,4.4,7.2,0.8,0.5,1.1,2.1,3.3,11.9,,7.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,WAS,Jermaine Taylor,0.441,0.284,0.73,12.1,5.4,1.7,0.7,0.2,0.014,-4.6,-0.5,SG,Senior,2008-09,UCF,CUSA,31,31,31.9,9.4,19.5,0.48,6.4,11.6,0.551,3,7.9,0.376,4.5,5.5,0.812,1.9,3.3,5.2,1.9,1.3,0.8,2.8,1.8,26.2,,1.26,2007-08,UCF,CUSA,91,29,23.7,4.6,10.1,0.5,2.9,5.4,0.5,1.7,4.6,0.4,1.9,2.6,0.7,1.4,2.0,3.4,1.2,0.8,0.3,1.9,1.6,12.8,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,POR,Dante Cunningham,0.469,0.345,0.649,20.8,5.8,3.7,0.7,24.9,0.08,-1,3.7,PF,Senior,2008-09,Villanova,Big East,38,38,31.6,6.4,12.2,0.525,6.4,12.2,0.527,0,0.1,0,3.3,4.7,0.697,2.6,4.9,7.5,1.2,1.2,1.2,2.2,2.7,16.1,,8.72,2007-08,Villanova,Big East,101,66,25.6,2.7,5.1,0.5,2.7,5.1,0.5,0.0,0.0,0.0,1.8,2.6,0.7,2.4,2.9,5.3,0.9,1.1,0.7,1.6,2.8,7.2,,8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,DEN,Sergio Llull,,,,,,,,,,,,PG,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,DET,DaJuan Summers,0.384,0.367,0.642,9.9,3.3,1,0.3,-0.1,-0.008,-6.4,-0.9,SF,Junior,2008-09,Georgetown,Big East,31,31,29.4,4.4,9.3,0.474,2.7,5,0.552,1.7,4.4,0.385,3.1,4.4,0.713,1.2,3,4.1,1.3,1.1,0.7,2.6,2.6,13.6,,8.97,2007-08,Georgetown,Big East,70,67,26.8,3.3,7.9,0.4,2.0,3.9,0.5,1.3,3.9,0.3,2.2,2.9,0.7,1.3,3.2,4.5,1.3,0.9,0.6,2.1,2.2,10.1,,8.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,MEM,Sam Young,0.442,0.28,0.742,15.9,5.8,2.3,0.7,5.2,0.063,-2.9,-0.9,SF,Senior,2008-09,Pitt,Big East,36,36,31.8,7.3,14.4,0.502,5.8,10.4,0.552,1.5,4,0.372,3.2,4.3,0.74,1.9,4.3,6.3,1.1,1,0.8,2.4,1.7,19.2,,8.61,2007-08,Pitt,Big East,107,42,23.3,4.3,8.6,0.5,3.7,6.9,0.5,0.6,1.6,0.4,2.0,3.1,0.7,1.8,2.8,4.6,0.9,0.8,0.7,1.7,1.7,11.2,,7.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,SAS,DeJuan Blair,0.524,0,0.608,16.6,6.8,5.1,0.8,19,0.129,0.4,4.2,PF,Sophomore,2008-09,Pitt,Big East,35,35,27.3,6.5,10.9,0.593,6.5,10.9,0.593,0,0,0,2.8,4.6,0.605,5.6,6.8,12.3,1.2,1.5,1,1.3,2.7,15.7,,8.61,2007-08,Pitt,Big East,37,36,26,4.5,8.5,0.537,4.5,8.5,0.537,0,0,,2.5,4,0.624,3.9,5.2,9.1,0.9,1.7,1.1,1.9,2.9,11.6,,7.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,POR,Jon Brockman,0.488,0,0.618,10.5,2.1,3.1,0.3,3.7,0.113,-2.1,0,PF,Senior,2008-09,Washington,Pac-10,34,34,30.5,5.6,10.6,0.526,5.6,10.6,0.528,0,0,0,3.7,5.8,0.64,4.2,7.3,11.5,1.1,0.9,0.1,1.9,3,14.9,,8.19,2007-08,Washington,Pac-10,97,95,28.1,5.4,10.1,0.5,5.4,10.1,0.5,0.0,0.0,0.0,2.5,4.2,0.6,3.6,5.6,9.2,1.0,0.9,0.2,2.1,2.7,13.4,,6.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,DET,Jonas Jerebko,0.457,0.363,0.77,17.8,6.2,4,0.8,25.8,0.109,-0.8,3.3,PF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,CHA,Derrick Brown,0.515,0.317,0.637,14.9,5.2,2.4,0.7,4.5,0.085,-1.6,0.2,SF,Junior,2008-09,Xavier,A-10,35,35,29.5,4.9,9.6,0.504,3.7,7.1,0.53,1.1,2.6,0.433,2.9,3.9,0.741,2.3,3.7,6.1,1.9,0.7,0.9,1.7,2.5,13.7,,4.65,2007-08,Xavier,A-10,71,37,22.7,3.2,5.0,0.6,2.9,4.4,0.7,0.2,0.6,0.4,2.1,3.1,0.7,1.7,3.7,5.4,1.3,0.7,0.7,1.5,2.5,8.7,,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,MIL,Jodie Meeks,0.42,0.373,0.879,22.5,9.3,2.1,1.1,24.3,0.096,-0.6,4.2,SG,Junior,2008-09,Kentucky,SEC,36,36,34.4,7.3,15.8,0.463,4.1,7.8,0.521,3.3,8,0.406,5.9,6.5,0.902,0.5,2.9,3.4,1.8,1.3,0.1,2.7,1.9,23.7,,4.82,2007-08,Kentucky,SEC,45,6,22.4,2.7,7.0,0.4,1.4,3.2,0.4,1.3,3.8,0.4,2.0,2.3,0.9,0.9,2.0,2.8,1.5,0.8,0.1,1.2,1.4,8.7,,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,LAL,Patrick Beverley,0.412,0.376,0.761,28.4,9,4.4,3.4,26.8,0.111,2,11.9,PG,Junior,2007-08,Arkansas,SEC,35,33,33.8,3.9,9.4,0.412,2,4.5,0.449,1.9,4.9,0.378,2.4,3.8,0.644,1.2,5.4,6.6,2.4,1.3,0.5,2,2.4,12.1,,6.73,2006-07,Arkansas,SEC,35,34,34.4,4.3,10,0.427,2.2,4.6,0.475,2.1,5.4,0.386,3.2,3.9,0.812,1.1,3.3,4.5,3.1,1.7,0.4,2,2.2,13.9,,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,MIA,Marcus Thornton,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20,0.085,-0.8,3.4,SG,Sophomore,2008-09,LSU,SEC,35,35,31.9,7.3,15.5,0.472,5.1,9.7,0.522,2.2,5.7,0.388,4.3,5.7,0.745,2,3.5,5.5,2.1,1.6,0.4,1.8,2.1,21.1,,3.27,2007-08,LSU,SEC,31,30,33.6,6.8,15.7,0.436,3.9,8,0.494,2.9,7.7,0.377,3,3.7,0.817,2,3.6,5.6,1.4,1.4,0.3,2.2,2,19.6,,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,DET,Chase Budinger,0.43,0.352,0.797,19.7,7.9,3,1.2,13.9,0.083,-1.4,1.2,SF,Junior,2008-09,Arizona,Pac-10,35,35,37.6,6.3,13,0.48,4.3,8.2,0.528,1.9,4.8,0.399,3.6,4.5,0.801,1.4,4.8,6.2,3.4,1.4,0.5,2.4,1.9,18,,8.8,2007-08,Arizona,Pac-10,65,65,34.2,5.9,12.6,0.5,4.0,7.6,0.5,1.9,5.0,0.4,2.8,3.7,0.8,1.4,4.2,5.6,2.5,1.1,0.3,2.0,1.8,16.4,,10.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,MIN,Nick Calathes,0.441,0.288,0.581,15.6,4.6,1.9,2.7,2.6,0.063,-0.7,0.6,SG,Sophomore,2008-09,Florida,SEC,36,35,33.3,5.7,11.8,0.482,3.7,6.6,0.555,2,5.2,0.39,3.8,5.3,0.707,0.9,4.5,5.3,6.4,1.9,0.2,3.3,1.9,17.2,,3.88,2007-08,Florida,SEC,36,36,32.6,4.9,11.4,0.426,3.3,7,0.462,1.6,4.4,0.367,4,5.5,0.724,1.1,4.1,5.2,6.1,1.6,0.1,2.9,2.1,15.3,,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,CLE,Danny Green,0.425,0.403,0.814,25.4,9,3.5,1.6,41.6,0.119,2.9,20.8,SG,Senior,2008-09,UNC,ACC,38,38,27.4,4.8,10.3,0.471,2.8,5.4,0.517,2,4.8,0.418,1.4,1.6,0.852,1.8,2.8,4.7,2.7,1.8,1.3,1.7,2.2,13.1,,8.35,2007-08,UNC,ACC,107,1,17.3,2.9,6.4,0.4,1.9,3.6,0.5,1.0,2.9,0.3,1.4,1.6,0.9,1.2,2.6,3.8,1.4,0.8,1.0,1.3,1.8,8.2,,8.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,MIN,Henk Norel,,,,,,,,,,,,PF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PHO,Taylor Griffin,0.4,0,0.5,4,1.3,0.3,0.1,0,-0.039,-7.3,0,SF,Senior,2008-09,Oklahoma,Big 12,36,36,30,3.5,6.5,0.536,3.3,6.1,0.548,0.1,0.4,0.357,2.5,3.6,0.7,2.3,3.6,5.8,1.3,1.3,1,1.7,2.8,9.6,,6.88,2007-08,Oklahoma,Big 12,93,42,19.4,1.9,4.3,0.4,1.8,3.9,0.5,0.1,0.5,0.2,1.6,2.3,0.7,1.5,2.9,4.4,1.0,0.7,0.7,1.3,2.4,5.4,,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,ATL,Sergiy Gladyr,,,,,,,,,,,,SG,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,UTA,Goran Suton,,,,,,,,,,,,C,Senior,2008-09,Michigan State,Big Ten,32,29,26.7,3.8,7.4,0.521,3.2,5.9,0.543,0.7,1.5,0.438,2.1,2.5,0.848,2.9,5.5,8.4,1.6,1.1,0.5,1.8,2.5,10.4,,9.37,2007-08,Michigan State,Big Ten,102,62,23.1,3.1,5.9,0.5,3.0,5.7,0.5,0.0,0.1,0.3,1.2,1.6,0.7,2.1,4.0,6.0,1.6,0.8,0.7,1.8,2.4,7.3,,7.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,SAS,Jack McClinton,,,,,,,,,,,,PG,Senior,2008-09,Miami (FL),ACC,32,31,32.2,6.3,13.9,0.449,3.1,6.9,0.446,3.2,7,0.453,3.6,4.1,0.885,0.6,2.5,3.1,2.8,0.8,0,2.6,1.6,19.3,,9.04,2007-08,Miami (FL),ACC,93,75,31.8,5.2,12.3,0.4,2.7,6.3,0.4,2.4,6.0,0.4,3.3,3.7,0.9,0.6,2.7,3.3,2.5,0.9,0.0,2.5,2.3,16.0,,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,IND,A.J. Price,0.38,0.316,0.742,15.1,5.8,1.4,2.2,4.7,0.058,-2.4,-0.4,PG,Junior,2008-09,UConn,Big East,35,35,31.8,4.9,11.9,0.408,2.5,6.1,0.413,2.3,5.8,0.402,2.7,3.7,0.721,0.6,2.9,3.5,4.7,0.7,0,2.7,1.3,14.7,,8.57,2007-08,UConn,Big East,64,56,28.1,4.0,9.7,0.4,2.9,6.1,0.5,1.2,3.6,0.3,2.7,3.8,0.7,0.9,2.4,3.3,4.7,1.3,0.1,2.2,1.5,12.0,,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,SAS,Nando De Colo,0.429,0.363,0.835,11.9,3.8,1.8,1.7,2.4,0.081,-0.8,0.4,SF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,CHA,Robert Vaden,,,,,,,,,,,,SG,Senior,2008-09,Alabama-Birmingham,CUSA,34,34,36.5,6.1,15.4,0.397,2.8,5.8,0.48,3.3,9.5,0.346,2.2,2.9,0.74,0.7,4.2,4.9,2.1,1,0.6,2.5,1.8,17.6,,3.67,2007-08,Alabama-Birmingham,CUSA,93,93,34.6,5.0,12.4,0.4,2.2,5.2,0.4,2.9,7.2,0.4,2.2,2.6,0.8,0.9,3.5,4.4,2.7,1.3,0.2,2.8,2.5,15.2,,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,POR,Patty Mills,0.431,0.393,0.844,19.2,8.6,1.7,2.4,29.2,0.114,0.4,7.4,PG,Sophomore,2008-09,Saint Mary's,WCC,26,24,33.3,6.3,15.6,0.402,3.7,8,0.464,2.6,7.6,0.338,3.3,3.8,0.859,0.5,1.9,2.4,3.9,2.2,0.2,2.9,1.7,18.4,,1.49,2007-08,Saint Mary's,WCC,32,32,32.1,5,11.7,0.429,3.1,5.8,0.538,1.9,5.9,0.323,2.8,3.7,0.761,0.4,1.7,2.1,3.5,1.8,0.1,2.8,1.6,14.8,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
